share_code,company,english_name,address,shortname,legal_person,security,registrated_fund,Principal activities,post code,telephone,fax,website,listed time,prospectus time,Circulation,issue time,PE ration,发行方式,主承销商,上市推荐人,保荐机构
600936,广西广播电视信息网络股份有限公司,Guangxi Radio and Television Information Network Corporation Limited,广西壮族自治区南宁市云景路景晖巷8号广西广电网络综合大楼,广西广电,谢向阳,张超,"167,102.6239",电信、广播电视和卫星传输服务,530007,0771-5905955,0771-2305955,www.96335.com,2016-08-15,2016-08-03,"30,000",4.8,22.86,"网下询价发行,上网定价发行",华泰联合证券有限责任公司 , ,华泰联合证券有限责任公司 
600939,重庆建工集团股份有限公司,"Chongqing Construction Engineering Group Co., Ltd.",重庆市经开区北区金开大道1596号,重庆建工,魏福生,窦波,"181,450.0000",房屋建筑业,401122,023-63511570,023-63525880,www.cceg.cn,2017-02-21,2017-02-09,"18,150",3.12,22.92,"网下询价发行,上网定价发行",华融证券股份有限公司 , ,华融证券股份有限公司 
600958,东方证券股份有限公司,Orient Securities Company Limited,上海市中山南路318号2号楼22层、23层、25层-29层,东方证券,潘鑫军,王如富,"699,365.5803",资本市场服务,200010,021-63325888,021-63326010,www.dfzq.com.cn,2015-03-23,2015-03-11,"100,000",10.03,22.98,"网下询价发行,上网定价发行",光大证券股份有限公司 , ,光大证券股份有限公司 东方花旗证券有限公司 国泰君安证券股份有限公司 
600959,江苏省广电有线信息网络股份有限公司,Jiangsu Broadcasting Cable Information Network Corporation Limited,江苏省南京市江东中路222号南京奥体体育科技中心六楼,江苏有线,顾汉德,陈侃晔,"388,452.9799",电信、广播电视和卫星传输服务,210019,025-83187799,025-83187722,www.jscnnet.com,2015-04-28,2015-04-15,"59,700",5.47,22.98,"网下询价发行,上网定价发行",华泰联合证券有限责任公司 , ,华泰联合证券有限责任公司 
600960,渤海汽车系统股份有限公司,"Bohai Automotive Systems Co., Ltd.",山东省滨州市渤海二十一路569号,渤海汽车,林风华,王洪波,"95,051.5518",汽车制造业,256602,0543-3288868,0543-3288899,www.bhpiston.com,2004-04-07,2004-03-23,"4,000",8,15.69,二级市场配售,天同证券有限责任公司 ,天同证券有限责任公司 ,天同证券有限责任公司 
600961,株洲冶炼集团股份有限公司,"Zhuzhou Smelter Group Co., Ltd.",湖南省株洲市天元区渌江路10号,株冶集团,黄忠民,何献忠,"52,745.7914",有色金属冶炼和压延加工业,412007,0731-28392172,0731-28390145,www.torchcn.com,2004-08-30,2004-08-13,"12,000",3.5,19.89,二级市场配售,华欧国际证券有限公司 ,华欧国际证券有限公司 ,华欧国际证券有限公司 
600962,国投中鲁果汁股份有限公司,"SDIC Zhonglu Fruit Juice Co., Ltd.",北京市丰台区科兴路7号205室,国投中鲁,李俊喜,金晶,"26,221.0000",酒、饮料和精制茶制造业,100037,010-88009021,010-88009099,www.sdiczl.com.cn,2004-06-22,2004-06-07,"6,500",4.8,19.94,二级市场配售,中银国际证券有限责任公司 , ,中银国际证券有限责任公司 
600963,岳阳林纸股份有限公司,"Yueyang Forest and Paper Co., Ltd.",湖南省岳阳市岳阳楼区城陵矶光明路,岳阳林纸,黄欣,施湘燕,"139,773.3148",造纸和纸制品业,414002,0730-8590330,0730-8562203,www.yypaper.com,2004-05-25,2004-05-10,"8,000",6.69,15.93,二级市场配售,湘财证券有限责任公司 ,湘财证券有限责任公司 ,华欧国际证券有限公司 
600965,河北福成五丰食品股份有限公司,"Fortune NG Fung Food (Hebei) Co., Ltd.",河北省三河市燕郊经济技术开发区,福成股份,李高生,赵永刚,"81,870.0955",畜牧业,65201,010-61595607,010-61595618,www.fucheng.net,2004-07-13,2004-06-28,"8,000",3.15,15,二级市场配售,南方证券股份有限公司 ,南方证券股份有限公司 ,兴业证券股份有限公司 
600966,山东博汇纸业股份有限公司,"Shandong Bohui Paper Industry Co., Ltd.",山东省淄博市桓台县马桥镇工业路北首,博汇纸业,郑鹏远,刘鹏,"133,684.4288",造纸和纸制品业,256405,0533-8539966,0533-8539966,www.bohui.net,2004-06-08,2004-05-24,"7,000",11.2,18.67,二级市场配售,宏源证券股份有限公司 ,宏源证券股份有限公司 ,宏源证券股份有限公司 
600967,内蒙古第一机械集团股份有限公司,"Inner Mongolia First Machinery Group Co., Ltd.",内蒙古自治区包头市青山区民主路,内蒙一机,李全文,石书宏,"168,963.1817",铁路、船舶、航空航天和其他运输设备制造业,14030,0472-3117903,0472-3117182,www.bfcy.cc,2004-05-18,2004-04-26,"5,000",7.2,16.74,二级市场配售,联合证券有限责任公司 ,联合证券有限责任公司 ,国信证券股份有限公司 
600969,湖南郴电国际发展股份有限公司,"Hunan Chendian International Development Share-holding Co., Ltd.",湖南省郴州市北湖区国庆南路36号,郴电国际,范培顺,袁志勇,"26,432.1774",电力、热力生产和供应业,423000,0735-2339226,0735-2339226,www.chinacdi.com,2004-04-08,2004-03-26,"7,000",5.48,19.57,二级市场配售,国海证券有限责任公司 ,国海证券有限责任公司 , 
600970,中国中材国际工程股份有限公司,"Sinoma International Engineering Co., Ltd.",江苏省南京市江宁开发区临淮街32号,中材国际,宋寿顺,范丽婷,"175,425.7928",土木工程建筑业,100102,010-64399502,010-64399500,www.sinoma.com.cn,2005-04-12,2005-03-29,"5,800",7.53,26.86,"网下配售,二级市场配售",中国银河证券有限责任公司 ,中国银河证券有限责任公司 ,中国银河证券有限责任公司 
600971,安徽恒源煤电股份有限公司,"Anhui Hengyuan Coal Industry and Electricity Power Co., Ltd.",安徽省淮北市濉溪县刘桥镇,恒源煤电,袁兆杰,邓西清(代),"100,000.4070",煤炭开采和洗选业,234011,0557-3982147,0557-3982260,www.ahhymd.com.cn,2004-08-17,2004-08-02,"4,400",9.99,12.81,二级市场配售,国元证券股份有限公司 ,国元证券股份有限公司 ,国元证券股份有限公司 
600973,宝胜科技创新股份有限公司,"Baosheng Science and Technology Innovation Co., Ltd.",江苏省宝应县安宜镇苏中路1号,宝胜股份,杨泽元,夏成军,"122,211.2517",电气机械和器材制造业,225800,0514-88248910,0514-88248897,www.baoshengcable.com,2004-08-02,2004-07-16,"4,500",7.8,18.57,二级市场配售,光大证券有限责任公司 ,光大证券有限责任公司 ,光大证券有限责任公司 
600975,湖南新五丰股份有限公司,"Hunan New Wellful Co., Ltd.",湖南省长沙市高新技术产业开发区麓谷基地麓龙路8号,新五丰,邱卫,罗雁飞,"65,267.5584",畜牧业,410005,0731-84449588-811,0731-84449593,www.newwf.com,2004-06-09,2004-05-25,"3,500",9.2,16.73,二级市场配售,华欧国际证券有限公司 ,华欧国际证券有限公司 ,华欧国际证券有限公司 
600976,健民药业集团股份有限公司,"Jianmin Pharmaceutical Group Co., Ltd.",湖北省武汉市汉阳区鹦鹉大道484号,健民集团,刘勤强,胡振波,"15,339.8600",零售业,430052,027-84523350,027-84523350,www.whjm.com,2004-04-19,2004-04-02,"3,500",11.6,20,二级市场配售,光大证券有限责任公司 ,光大证券有限责任公司 , 
600977,中国电影股份有限公司,"China Film Co., Ltd.",北京市怀柔区杨宋镇凤翔科技开发区凤和一园10号,中国电影,喇培康,付国昌,"186,700.0000",广播、电视、电影和影视录音制作业,100044,010-88321280,010-62273676,www.zgdygf.com,2016-08-09,2016-07-28,"46,700",8.92,22.98,"网下询价发行,上网定价发行",中信建投证券股份有限公司 , ,中信建投证券股份有限公司 
600978,宜华生活科技股份有限公司,"Yihua Lifestyle Technology Co., Ltd.",广东省汕头市澄海区莲下槐东工业区,宜华生活,刘壮超,刘伟宏,"148,287.0004",家具制造业,515800,0754-85100989,0754-85100797,www.yihuatimber.com,2004-08-24,2004-08-09,"6,700",6.68,18.4,二级市场配售,广发证券股份有限公司 ,广发证券股份有限公司 ,广发证券股份有限公司 
600979,四川广安爱众股份有限公司,"Sichuan Guangan AAA Public Co., Ltd.",四川省广安市广安区渠江北路86号,广安爱众,罗庆红,何非,"94,789.2146",电力、热力生产和供应业,638000,0826-2983333、2983066、2983218,0826-2983358,www.sc-aaa.com,2004-09-06,2004-08-20,"6,500",4,20,二级市场配售,国盛证券有限责任公司 ,国盛证券有限责任公司 ,国盛证券有限责任公司 
600980,北矿科技股份有限公司,"BGRIMM Technology Co., Ltd.",北京市丰台区南四环西路188号18区23号楼4层,北矿科技,夏晓鸥,冉红想,"15,220.9880",计算机、通信和其他电子设备制造业,100160,010-59069867,010-63299988,www.magmat.com,2004-05-12,2004-04-20,"3,500",6.56,20,二级市场配售,巨田证券有限责任公司 ,南方证券股份有限公司 巨田证券有限责任公司 , 
600981,江苏汇鸿国际集团股份有限公司,Jiangsu High Hope International Group Corporation,江苏省南京市白下路91号,汇鸿集团,张剑,陆备,"224,243.3192",批发业,210002,025-84691002,025-84691339,www.jstex.com,2004-06-30,2004-06-15,"5,000",7.2,17.83,二级市场配售,华泰证券有限责任公司 ,华泰证券有限责任公司 ,华泰证券有限责任公司 
600982,宁波热电股份有限公司,"Ningbo Thermal Power Co., Ltd.",浙江省宁波经济技术开发区大港工业城,宁波热电,吕建伟,夏雪玲,"74,693.0000",电力、热力生产和供应业,315042,0574-86897102,0574-87008281,www.nbtp.com.cn,2004-07-06,2004-06-21,"5,000",4.2,17.5,二级市场配售,泰阳证券有限责任公司 ,泰阳证券有限责任公司 ,泰阳证券有限责任公司 
600983,惠而浦(中国)股份有限公司,"Whirlpool China Co., Ltd.",安徽省合肥市高新技术产业开发区北区L-2号,惠而浦,吴胜波,方斌,"76,643.9000",电气机械和器材制造业,230088,0551-65338028,0551-65320313,www.hf-sanyo.cn,2004-07-27,2004-07-12,"8,500",2.6,18.18,二级市场配售,平安证券有限责任公司 ,平安证券有限责任公司 ,平安证券有限责任公司 
600984,陕西建设机械股份有限公司,"Shaanxi Construction Machinery Co., Ltd.",陕西省西安市经济技术开发区泾渭新城泾朴路11号,建设机械,杨宏军,白海红,"63,676.4203",专用设备制造业,710032,029-82592288,029-82592287,www.scmc-xa.com,2004-07-07,2004-06-22,"4,000",6.4,18.82,二级市场配售,中国华融资产管理公司 ,中国华融资产管理公司 ,中国华融资产管理公司 
600985,安徽雷鸣科化股份有限公司,"Anhui Leimingkehua Co., Ltd.",安徽省淮北市东山路,雷鸣科化,李明鲁,徐卫东,"30,015.6330",化学原料和化学制品制造业,235042,0561-2338135,0561-3091910,www.lmkh.com,2004-04-28,2004-04-13,"4,000",5,17.86,二级市场配售,华安证券有限责任公司 ,华安证券有限责任公司 , 
600986,科达集团股份有限公司,"Keda Group Co., Ltd.",山东省东营市府前大街65号,科达股份,刘锋杰,姜志涛,"95,543.5933",互联网和相关服务,257091,010-84182651,010-84182651,www.keda-group.com,2004-04-26,2004-04-09,"3,000",8.6,20,二级市场配售,联合证券有限责任公司 ,联合证券有限责任公司 , 
600987,浙江航民股份有限公司,"Zhejiang Hangmin Co., Ltd.",浙江省杭州市萧山区瓜沥镇航民村,航民股份,朱重庆,李军晓,"63,531.0000",纺织业,311241,0571-82551588,0571-82553288,www.hmgf.com,2004-08-09,2004-07-23,"8,500",7.2,18.95,二级市场配售,第一创业证券有限责任公司 ,第一创业证券有限责任公司 ,第一创业证券有限责任公司 
600988,赤峰吉隆黄金矿业股份有限公司,"Chifeng Jilong Gold Mining Co., Ltd.",内蒙古自治区赤峰市敖汉旗四道湾子镇富民村,赤峰黄金,吕晓兆,周新兵,"142,638.1496",有色金属矿采选业,100080,0476-8283822,0476-8283075,www.baolong.com.cn,2004-04-14,2004-03-30,"2,500",9.08,19.32,二级市场配售,广东证券股份有限公司 ,广东证券股份有限公司 , 
600990,安徽四创电子股份有限公司,"Anhui Sun-create Electronics Co., Ltd.",安徽省合肥市高新技术产业开发区,四创电子,陈信平,王向新,"15,917.9110",计算机、通信和其他电子设备制造业,230088,0551-65391323,0551-65391322,www.sun-create.com,2004-05-10,2004-04-16,"2,000",9.79,19.83,二级市场配售,华安证券有限责任公司 ,华安证券有限责任公司 , 
600992,贵州钢绳股份有限公司,"Guizhou Wire Rope Co., Ltd.",贵州省遵义市桃溪路47号,贵绳股份,黄忠渠,杨期屏,"24,509.0000",金属制品业,563000,0852-8419247,0852-8419075,www.gzgsgf.com.cn,2004-05-14,2004-04-22,"7,000",7.4,16.8,二级市场配售,长城证券有限责任公司 ,长城证券有限责任公司 , 
600993,马应龙药业集团股份有限公司,"Mayinglong Pharmaceutical Group Co., Ltd.",湖北省武汉市武昌南湖周家湾100号,马应龙,陈平,夏有章,"43,105.3891",批发业,430064,"027-87389583, 87291519",027-87291724,www.mayinglong.cn,2004-05-17,2004-04-23,"1,800",16.11,13.43,二级市场配售,长江证券有限责任公司 ,长江证券有限责任公司 ,长江巴黎百富勤证券公司 
600995,云南文山电力股份有限公司,"Yunnan Wenshan Electric Power Co., Ltd.",云南省文山市凤凰路29号,文山电力,杨育鉴,雷鹏,"47,852.6400",电力、热力生产和供应业,663000,0871-68177335,0871-68177720,www.wsdl.com.cn,2004-06-15,2004-05-31,"3,600",8.2,16.08,二级市场配售,东吴证券有限责任公司 ,东吴证券有限责任公司 ,东吴证券有限责任公司 
600996,贵州省广播电视信息网络股份有限公司,"Guizhou Broadcasting and TV Information Network Co., Ltd.",贵州省贵阳市观山湖区金阳南路36号,贵广网络,刘文岚,黄宗文,"104,256.8441",电信、广播电视和卫星传输服务,550081,0851-84115592,0851-85664442,www.gzgdwl.com,2016-12-26,2016-12-13,"21,000",8.92,22.99,"网下询价发行,上网定价发行",华西证券股份有限公司 , ,华西证券股份有限公司 
600997,开滦能源化工股份有限公司,"Kailuan Energy Chemical Co., Ltd.",河北省唐山市新华东道70号东楼,开滦股份,张建公,侯树忠,"158,779.9851",石油加工、炼焦和核燃料加工业,63018,0315-2812013,0315-3026507,www.kkcc.com.cn,2004-06-02,2004-05-18,"15,000",7,17.07,二级市场配售,长城证券有限责任公司 ,长城证券有限责任公司 ,长城证券有限责任公司 
600998,九州通医药集团股份有限公司,"Jointown Pharmaceutical Group Co., Ltd.",湖北省武汉市汉阳区龙阳大道特8号,九州通,刘宝林,林新扬,"187,887.8387",批发业,430051,010-60210333,010-60210333,www.jztey.com,2010-11-02,2010-10-25,"15,000",13,65,"上网定价发行,网下询价发行",国信证券股份有限公司 , ,国信证券股份有限公司 
600999,招商证券股份有限公司,"China Merchants Securities Co., Ltd.",广东省深圳市福田区益田路江苏大厦A座38-45层,招商证券,霍达,吴慧峰,"669,940.9329",资本市场服务,518026,0755-82943666,0755-82944669,www.newone.com.cn,2009-11-17,2009-11-10,"35,855",31,56.26,"上网定价发行,网下询价发行",高盛高华证券有限责任公司 瑞银证券有限责任公司 , ,高盛高华证券有限责任公司 瑞银证券有限责任公司 
601000,唐山港集团股份有限公司,"Tangshan Port Group Co., Ltd.",河北省唐山市海港开发区,唐山港,宣国宝,杨光,"455,840.6626",水上运输业,63611,0315-2916417,"0315-2914287, 2916409",www.jtport.com.cn,2010-07-05,2010-06-18,"20,000",8.2,32.67,"上网定价发行,网下询价发行",申银万国证券股份有限公司 , ,申银万国证券股份有限公司 
601001,大同煤业股份有限公司,"Datong Coal Industry Co., Ltd.",山西省大同市矿区新平旺,大同煤业,张有喜,钱建军,"167,370.0000",煤炭开采和洗选业,37003,0352-7010476,0352-7011070,www.dtmy.com.cn,2006-06-23,2006-06-13,"28,000",6.76,12.61,"上网定价发行,网下询价发行",首创证券经纪有限责任公司 , ,首创证券经纪有限责任公司 
